,0
1422,星輝子
1423,パルテナ
1424,安藤
1425,ビーバー
1426,ベロニカ
1427,アンズ
1428,オフェリア・ファムルソローネ
1429,優木あんじゅ
1430,山城
1431,風雲
1432,ジェシカ
1433,ケイローン(女体化)
1434,相原雪乃
1435,イルザ
1436,ウォースパイト
1437,フアナ
1438,ルナール
1439,三笠
1440,タオ
1441,イシュタル
1442,春風はるか
1443,黒咲芽亜
1444,江上椿
1445,香風智乃
1446,阿波根うみこ
1447,アズミ
1448,ティアモ
1449,祥鳳
1450,ミムルメモル
1451,ヴィーネ
1452,轟八千代
1453,ヒガナ
1454,押水菜子
1455,香風智乃(チノ)
1456,陸奥-アズレン
1457,アッサム
1458,トガヒミコ
1459,中嶋悟子
1460,ノンナ
1461,東谷風早苗
1462,ゆんゆん
1463,遊佐葉月
1464,荻風
1465,城琉菜
1466,ターナ
1467,シェフィールド ベルファスト
1468,メダル王女
1469,清姫
1470,大集合
1471,日向ハナビ
1472,一条蛍
1473,高崎美咲
1474,ベビー5
1475,クイント・ナカジマ
1476,ダージリン
1477,ぴよたん
1478,春野はるか(キュアフローラ)
1479,摩耶
1480,阿部奈々
1481,アステール
1482,財前葵
1483,冥王せつな (セーラープルート)
1484,天道花憐
1485,サムイ
1486,バック
1487,上条春菜
1488,フェラ
1489,狭霧
1490,津島喜子
1491,ナツメ
1492,ランサー
1493,シドゥリ
1494,藤井朋
1495,土萠ほたる
1496,キリ子
1497,ギンキツネ
1498,九十九八橋
1499,コナミ
1500,ソラ
1501,国分寺こより
1502,BB
1503,鈴瑚
1504,岸波白野
1505,東郷あい
1506,アルトリア・ペンドラゴン
1507,ホライゾン・アリアダスト
1508,リネット・ビショップ
1509,望月千鶴
1510,ライチ
1511,アタランテ
1512,ホムンクルス
1513,カトラス
1514,高坂穂乃果の母
1515,サーヤ
1516,レヴィ
1517,楓子
1518,長瀬楓
1519,両儀式
1520,二ッ岩マミゾウ
1521,上白沢慧音
1522,シャルロッテ
1523,セイバー
1524,イタリアオオカミ
1525,戸倉ミサキ
1526,家長むぎ
1527,北条加蓮
1528,ウィチタ
1529,古明池さとり
1530,小比類巻香蓮(レン)
1531,電脳少女シロ
1532,羽川翼
1533,鹿角聖良
1534,秋川優子
1535,伊吹萃香
1536,遊佐
1537,ハン・ジュリ
1538,あきつ丸
1539,スズキ
1540,エレバス
1541,四楓院夜一
1542,リベッチオ
1543,島田愛里寿
1544,八雲藍 八雲紫
1545,海風
1546,本間芽衣子
1547,紺野木綿季(ユウキ)
1548,お竜さん
1549,村上巴
1550,ダークエンジェル・オリヴィエ
1551,プロメティア
1552,歌野ひかり
1553,朝潮-アズレン
1554,四条貴音
1555,小鳥遊なずな
1556,四葩
1557,伊19-アズレン
1558,コヨーテ
1559,天王はるか(セーラーウラヌス)
1560,モニカ
1561,ザザミ
1562,玉尻尾
1563,瑞鶴-アズレン
1564,リッカ
1565,Mt.レディ
1566,雪ノ下陽乃
1567,集積地棲姫
1568,レヴィ・ザ・スラッシャー
1569,パッションリップ
1570,ナタネ
1571,夕立
1572,シグニット
1573,Es
1574,丁礼田舞
1575,小日向美穂
1576,夢月
1577,斉藤洋子
1578,サフォーク
1579,桃園ラブ(キュアピーチ)
1580,ステューシー
1581,織田信勝
1582,扶桑
1583,シャロン
1584,アンジェ
1585,宇佐見蓮子
1586,皇牙サキ
1587,アカネ
1588,織田莱香
1589,リットリオ
1590,平海
1591,白鷺千聖
1592,美鈴
1593,水嶋咲
1594,ネルソン
1595,伊吹マヤ
1596,睦月
1597,魔女
1598,東雲夏陽
1599,椎名まゆり
1600,空母棲姫
1601,宮崎千紗希
1602,浦風
1603,川内
1604,氷川いおな(キュアフォーチュン)
1605,小鳥遊ひかり
1606,シュテル・スタークス
1607,大雪主ハンター
1608,ネータ
1609,アビゲイル・ウィリアムズ
1610,早苗
1611,十六夜アキ
1612,アークロイヤル-アズレン
1613,島風
1614,徳川そよ
1615,Z46(フィーゼ)
1616,堕落
1617,ウォースパイト-アズレン
1618,成瀬川なる
1619,綾瀬穂乃香
1620,サザキ・カオルコ
1621,ベヨネッタ
1622,夢子
1623,今井リサ
1624,志熊理科
1625,ヒノカ
1626,エスカドラ
1627,魔界発現世行きデスガイド
1628,綿月豊姫
1629,日向
1630,五十鈴れん
1631,アリス・ウィッシュハート
1632,ヘカーティア・ラピスラズリ
1633,吹寄制理
1634,シュヴァリエ・デオン
1635,オリヴィエ
1636,日下部若葉
1637,クーン
1638,別所エマ
1639,間桐桜
1640,ルリア
1641,石津萌
1642,ルイーダ
1643,ホーネット
1644,早坂美玲
1645,サナ
1646,藍
1647,奈津恵(メグ)
1648,ラブラブ
1649,フライゴン
1650,龍驤
1651,ベル
1652,星空凛
1653,フィオレ・フォルヴェッジ・ユグドミレニア
1654,ポルチェ
1655,白鐘直斗
1656,鎌月鈴乃
1657,双海亜美
1658,五月七日くみん
1659,女トレーナー
1660,川崎沙希
1661,榛名
1662,バーべナ
1663,宇佐見菫子
1664,音無小鳥
1665,河嶋桃
1666,テネシー
1667,霍青娥
1668,アトラ・ミクスタ
1669,ラケシス
1670,八阪神奈子
1671,菫子
1672,シグ
1673,五和
1674,伊吹翼
1675,戸山香澄
1676,アリーザ
1677,スメラギ・李・ノリエガ
1678,双海真美
1679,風斬氷華
1680,紅月カレン C.C.
1681,大倉都子
1682,大鯨
1683,谷風-アズレン
1684,蓬莱山輝夜
1685,ベルゼブブ
1686,杉坂海
1687,ラングレー
1688,ヘラジカ
1689,不動遊星(女体化)
1690,九条ウメ
1691,丸山彩
1692,爾子田里乃
1693,レティ・ホワイトロック
1694,佐倉双葉
1695,主人公(女体化)
1696,アルトリア・ペンドラゴン(ランサーオルタ)
1697,イチゴ
1698,夏木和代
1699,園田智代子
1700,ツツジ
1701,これはエロい
1702,大妖精
1703,シェリー・ルブラン
1704,リラ
1705,朝日奈葵
1706,香燐
1707,ロロ・ランペルージ(女体化)
1708,ララ
1709,来栖川芹香
1710,カムイ
1711,長波
1712,東風谷早苗
1713,わかさぎ姫
1714,上原ひまり
1715,ヘルエス
1716,幽谷霧子
1717,川嶋亜美
1718,エリン
1719,中出し
1720,シオン・エルトナム・ソカリス
1721,ビスマスク
1722,鉄装綴里
1723,ベリオU
1724,篠原礼
1725,プレシア・テスタロッサ
1726,美遊・エーデルフェルト
1727,田村麻奈実
1728,三峰結華
1729,バーバラ
1730,鬼神正邪
1731,クロエ
1732,テンの母
1733,ミレーユ
1734,夢原恵美
1735,城ヶ崎莉嘉、城ヶ崎美嘉
1736,コウテイペンギン
1737,忍
1738,獅子堂秋葉
1739,ナナイ・ミゲル
1740,リオ・ウェズリー
1741,扶桑-アズレン
1742,望月
1743,小島梅子
1744,神風
1745,すーぱーそに子
1746,氷川紗夜
1747,カーム
1748,木野まこと(セーラージュピター)
1749,メルラン・プリズムリバー
1750,佐竹美奈子
1751,女主人公
1752,ミシェール・チャン
1753,NULL結城晴
1754,キャサリン
1755,神楽めあ
1756,メリッサ
1757,伊良湖
1758,戦艦夏姫
1759,グラーフ・ツェッペリン
1760,軽巡棲姫
1761,秋月律子
1762,古谷向日葵
1763,アクィラ
1764,渋谷凜
1765,豊聡耳神子
1766,アリーナ
1767,風花
1768,貧
1769,アドミラル・ヒッパー-アズレン
1770,堂島菜々子
1771,丑御前
1772,斉木楠子
1773,レンジャー
1774,夜輝月
1775,原田美世
1776,ベア
1777,真壁瑞希
1778,ミス・バレンタイン
1779,レオンミシェリ・ガレット・デ・ロワ
1780,大友ソウリン
1781,旗風
1782,桐崎千棘
1783,ティアマト
1784,幽谷響子
1785,中野三玖
1786,天々座理世
1787,晴海シンジュ
1788,比叡
1789,ハーヴィン
1790,ルミ
1791,日野あかね(キュアサニー)
1792,ジル・バレンタイン
1793,河西忍
1794,コーネリア・リ・ブリタニア
1795,佐藤早紀絵
1796,黒川千秋
1797,三好紗南
1798,ルザミーネ
1799,河西 忍
1800,衛藤美紗希
1801,パチュリー・ノーレッジ 紅美鈴 小悪魔
1802,ラム
1803,弥生
1804,アイオワ
1805,リーフ
1806,小野塚小町
1807,吹雪
1808,コツメカワウソ
1809,森島はるか
1810,サニーミルク
1811,ナンシー・幕張
1812,ニュクス
1813,ロード・ディアーチェ
1814,ヴィヴィオ
1815,しずかちゃん
1816,ウーノ
1817,伊26-アズレン
1818,如月すみれ
1819,オポッサムモドキ
1820,環いろは
1821,伏見千尋
1822,キューエル・ソレイシィ
1823,エルドラドのバーサーカー
1824,浜波
1825,ラハールちゃん
1826,女村長
1827,古鷹
1828,弦巻こころ
1829,コトネ
1830,ステラ・ルーシェ
1831,レディ・アン
1832,出雲
1833,鈴鹿詩子
1834,ベルトワーズ・ベツィー
1835,星空育代
1836,エレナ・ブラヴァッキー
1837,対馬
1838,佐々木千穂
1839,木曾
1840,伊13
1841,チルノ
1842,大神環
1843,国木田花丸
1844,尼里ミサオ
1845,矢野エリカ
1846,来栖加奈子
1847,星宮いちご
1848,古河早苗
1849,西連寺秋穂
1850,アポロニア
1851,弦巻マキ
1852,響
1853,八神マキノ
1854,サラーサ
1855,奥田直
1856,愛結奈
1857,ワシミミズク
1858,バトルシャトレーヌ
1859,ミーティア姫
1860,ポイズン
1861,めぐみん-このすば
1862,アンナ・錦ノ宮
1863,ジオラ
1864,凸守早苗
1865,ライダー
1866,フィーナ
1867,伏姫マーヤ
1868,ミラオル
1869,桐須真冬
1870,絡繰茶々丸
1871,花園きらら
1872,アララギ博士
1873,星熊勇儀
1874,西島櫂
1875,Z20
1876,秋月涼
1877,藤和女々
1878,シルビア
1879,姫海棠はたて
1880,シロナ
1881,梨花れん
1882,御園かりん
1883,リリアン
1884,夕雲
1885,アーチャー・インフェルノ
1886,鷹守ハルカ
1887,フェリス
1888,シャイナ
1889,城崎絵美
1890,グウィンドリン
1891,夕立-アズレン
1892,種島ぽぷら
1893,アイラ
1894,天子
1895,リグル・ナイトバグ
1896,遠坂凛
1897,トニヤ・マーム
1898,宇津木環那
1899,古明地さとり
1900,セレン
1901,古見硝子
1902,ラフタ・フランクランド
1903,小夜禊月
1904,アイーダ・スルガン
1905,並木芽衣子
1906,砂塚あきら
1907,緑谷インコ
1908,八宮めぐる
1909,各霍青娥
1910,スカサハ マシュ・キリエライト ジャンヌ・ダルク(オルタ) マルタ アルテラ メイヴ
1911,ドロテア・エルンスト
1912,椎名心美
1913,博霊霊夢
1914,藤林杏
1915,春野サクラ
1916,ジャイアントペンギン
1917,レム・ガレウ
1918,柏木優奈
1919,クリーン・エリザベス
1920,浅野風香
1921,楪いのり
1922,潮
1923,マシュ
1924,城ヶ崎美嘉
1925,神村秋子
1926,ルキナ
1927,ウルクスス
1928,真姫ママ
1929,綾瀬穂乃果
1930,不夜城のキャスター
1931,北島マヤ
1932,大垣千明
1933,四条光恵
1934,あさりちゃん
1935,ジャンヌ・ダルク(オルタ)
1936,女ハンター
1937,来栖川綾香
1938,忍野扇
1939,三日月夜空
1940,輪姦
1941,アフリカオオコノハシズク
1942,南ことり
1943,和泉紗霧
1944,殺生院キアラ
1945,ミカ
1946,鳥海
1947,レナ
1948,瑞原葉月
1949,澤村・スペンサー・英梨々
1950,ルナサ
1951,深海吹雪
1952,照
1953,サラトガ
1954,ベルファスト
1955,ドロシーカタロニア
1956,マオ
1957,碇シンコ
1958,金色の闇
1959,タシュケント
1960,ツチヤ
1961,シャルロット・イゾアール
1962,愛宕-アズレン
1963,オレンジペコ
1964,ムーファ娘
1965,サーリャ
1966,カルム
1967,エリカ
1968,スモモ
1969,虞美人
1970,堀裕子
1971,ブームスラング
1972,高尾部長
1973,アルル
1974,ビクトリア・シンドリー
1975,ジャンヌ・オルタ
1976,ユニコーン
1977,浅利七海
1978,西住しほ
1979,メドゥーサ
1980,野々原茜
1981,御坂御琴
1982,最上静香
1983,速吸
1984,西木野真姫の母
1985,サイデリア
1986,織田信長
1987,c.c.
1988,結
1989,折本かおり
1990,長月
1991,大空あかり
1992,琴吹 紬
1993,鈴仙
1994,赤城
1995,シロサイ
1996,宝多六花
1997,クイーンビー
1998,アクト(女体化)
1999,ニーソ
2000,アイリス
2001,沙織・バジーナ
2002,ハシビロコウ
2003,固法美偉
2004,キャシー
2005,ソルティリーナ・セルルト
2006,宮本武蔵
2007,相馬夏美
2008,飯田小鳥
2009,Z23
2010,叢雲
2011,ミリア=レイジ
2012,波戸りおん
2013,稗田阿求
2014,ユーフェミア・リ・ブリタニア
2015,美樹さやか
2016,亀井静
2017,へカーティア
2018,愛紗
2019,エルピー・プル
2020,ヘッジ
2021,松風
2022,ダエッタ
2023,志筑仁美
2024,ユリアナ・エーベルハルト
2025,のあ
2026,アンチョビ(安藤千代美)
2027,ランチ
2028,桜島麻衣
2029,神代璃緒
2030,双葉ほたる
2031,海老原菜帆
2032,山吹沙綾
2033,国広一
2034,スツルム
2035,アマラ
2036,湾内絹保
2037,ミスティア・ローレライ
2038,大石泉
2039,飛行場姫
2040,青羽美咲
2041,リー
2042,雪村千鶴
2043,山田エルフ
2044,スカーサハ
2045,加藤恵
2046,ガイ子
2047,シャーロット・スムージー
2048,西住みほ 西住まほ
2049,ねこにゃー
2050,羌瘣
2051,オリアナ＝トムソン
2052,土屋亜子
2053,セーラーウラヌス
2054,パンチー
2055,ヘレン
2056,イカ娘
2057,ユエル
2058,妖精弓手
2059,サイレント・マジシャン
2060,まるゆ
2061,天月めぐる
2062,高坂海美
2063,稲富ひびき
2064,遠藤サヤ
2065,牛若丸
2066,古手川唯
2067,食蜂操祈
2068,麦野沈利
2069,加賀見まさら
2070,叶こよみ
2071,謎のヒロインX(オルタ)
2072,雷
2073,アタランテ(オルタ)
2074,泡浮万彬
2075,ブルマ
2076,のらきゃっと
2077,白羽小春
2078,地獄のフブキ
2079,賢者
2080,ダンケルク
2081,ピース
2082,EMユニ
2083,ガロンβ
2084,舘響子
2085,シェラ・L・グリーンウッド
2086,逢坂大河
2087,Z46
2088,榊原里美
2089,ルクリリ
2090,エイリーク
2091,ライヤ
2092,高槻かすみ
2093,ミスト
2094,ネコネ
2095,ジータ
2096,那智
2097,八雲紫
2098,ルシファー
2099,伊達政宗
2100,キウイマジシャンガール
2101,ラムレッダ
2102,リコ
2103,秋山好子
2104,カチューシャ
2105,矢沢にこ
2106,エィナ
2107,シャマル
2108,丸山紗希
2109,雪村あおい
2110,小暮幸恵
2111,四季映姫
2112,東条望
2113,桃原桃子
2114,静海このは
2115,大潮
2116,伊藤千佳
2117,阿武隈
2118,結標淡希
2119,すもも
2120,白坂小梅
2121,リリィ
2122,武闘家
2123,岬百合亜
2124,女遊び人
2125,ガングート
2126,うずまきクシナ
2127,興水幸子
2128,周防桃子
2129,大鳳
2130,那珂
2131,桐ヶ谷直葉(リーファ)
2132,ドランゴ(バトルレックス)
2133,鶴見知利子
2134,アナスタシア・ホーシン
2135,フラウ・ボゥ
2136,オロチ
2137,夕張
2138,村上文緒
2139,ルーテシア・アルピーノ
2140,ブラックマジシャンガール
2141,港湾棲姫
2142,明石-アズレン
2143,ツチノコ
2144,リカオン
2145,伊8
2146,西蓮寺春菜
2147,タイリクオオカミ
2148,秋山律子
2149,マイルカ
2150,島村卯月
2151,アイシャ
2152,メカエリチャン
2153,統堂英玲奈
2154,シグナム
2155,東郷一二三
2156,サムス・アラン
2157,風間あきら
2158,スイレンママ
2159,カアラ
2160,比企谷小町
2161,アウラ・ベラ・フィオーラ
2162,アキ
2163,岡崎夢美
2164,奥沢美咲
2165,レーベレヒト・マース
2166,霧切響子
2167,佐久間まゆ
2168,クムユ
2169,カガリ
2170,戦艦レ級
2171,小笠原綸子
2172,伊吹-アズレン
2173,バゼット・フラガ・マクレミッツ
2174,モスキート娘
2175,モブ子
2176,届木ウカ
2177,ガブリエル
2178,愛野美奈子(セーラーヴィーナス)
2179,藤丸立香
2180,イリヤスフィール・フォン・アインツベルン
2181,古明地こいし
2182,キタギツネ
2183,薬師寺さあや(キュアアンジュ)
2184,霧雨魔理沙
2185,相葉夕美
2186,カルパッチョ
2187,ウチキド博士
2188,ロビン
2189,一色いろは
2190,千川ちひろ
2191,海王みちる
2192,ベリア
2193,矢澤こころ
2194,ヴァンピィ
2195,ナナ・アスタ・デビルーク
2196,小野寺小咲
2197,スターサファイア
2198,藤原千歌
2199,エルメ
2200,シリル
2201,打ち止め(ラストオーダー)
2202,黄瀬やよい(キュアピース)
2203,ゼオラ・シュバイツァー
2204,メディア
2205,ゴトランド
2206,平沢唯
2207,霊烏路空
2208,ニーナ・ウィリアムズ
2209,高町なのは
2210,長春
2211,カバ
2212,エリア
2213,条河麻耶
2214,沢渡いずみ
2215,飛龍
2216,キス
2217,エミリー・スチュアート
2218,金剛
2219,戦艦タ級
2220,王留美
2221,鳥海-アズレン
2222,伊５８
2223,オケアノスのキャスター
2224,大月唯
2225,セフィリア=アークス
2226,照橋心美
2227,八神リインフォース・アインス
2228,ファ
2229,オイナリサマ
2230,沢田麻理菜
2231,本紅美鈴
2232,神村千夏
2233,摩耶-アズレン
2234,イオリ・リン子
2235,雪ノ下雪乃
2236,天龍
2237,カミキ・ミライ
2238,エリザベート・バートリー
2239,龍可
2240,粟根こころ
2241,リズ
2242,照月
2243,龍造寺茜
2244,ミレーヌ・フレア・ジーナス
2245,谷風
2246,サディちゃん
2247,エミリア
2248,轟焦凍
2249,ドレミー・スイート
2250,箱崎理子
2251,黒潮
2252,メイム
2253,射命丸文
2254,チェルシー
2255,ミライ・ヤシマ
2256,滝沢京子
2257,黒雪姫
2258,冥王せつな(セーラープルート)
2259,深海棲艦
2260,キルケー
2261,雲龍
2262,ガガガクラーク
2263,小山柚子
2264,ジンオウガ
2265,アナスタシア・ニコラエヴナ・ロマノヴァ
2266,クリス
2267,モブ河童
2268,伊１６８
2269,女遊び人 女戦士
2270,ラムちゃん
2271,宇佐美いちか(キュアホイップ)
2272,いろは
2273,大宮ぴんく
2274,ホロ
2275,オリアナ=トムソン
2276,七瀬凛々子
2277,迅雷
2278,北沢志保
2279,天空橋朋花
2280,アルトリア・ペンドラゴン(オルタ)
2281,ミカサ・アッカーマン
2282,サファイヤ
2283,犬走
2284,アユリア
2285,大原みちる
2286,君原姫乃
2287,如月
2288,クラン・クラン
2289,セーラーネプチューン
2290,フヨウ
2291,フロリーナ
2292,ガヴリール
2293,ミリア
2294,高町ヴィヴィオ
2295,真鍋和
2296,スティレット
2297,リーシャ
2298,棟方愛海
2299,マーゲイ
2300,貫井くるみ
2301,キウイ
2302,ニホンオオカミ
2303,オガ子
2304,アテナ姫
2305,アスタロット
2306,風間飛鳥
2307,雅
2308,ヘファイストス
2309,東北ずん子
2310,涼宮ハルヒ
2311,ラライヤ・マンディ
2312,文月-アズレン
2313,奥山沙織
2314,藤波
2315,依神紫苑
2316,インドゾウ
2317,ドラフ
2318,水波レナ
2319,エルフのえる
2320,プリエ
2321,伊集院惠
2322,ダグネス
2323,エルキドゥ
2324,大崎甘奈
2325,オボロ
2326,塚原響
2327,赤星小梅
2328,ボレミア
2329,ジャベリン
2330,本田未央
2331,お風呂
2332,カミツレ
2333,ヴィレッタ
2334,メイヴ
2335,葵・喜美
2336,阿賀野
2337,時雨-アズレン
2338,岡本まなみ
2339,香風智乃(チノ）
2340,巨乳
2341,赤木リツコ
2342,睦月-アズレン
2343,ロゥリィ・マーキュリー
2344,小鳥遊空
2345,安倍奈々
2346,双成いなり
2347,矢吹可奈
2348,フランドール・スカーレット
2349,木之本桜
2350,山田葵
2351,蒼乃美希(キュアベリー)
2352,千代田
2353,藤原妹紅
2354,うちはサラダ
2355,夜野とばり
2356,西連寺春菜
2357,ナミ
2358,マーニャさん
2359,麗日お茶子
2360,レム(リゼロ)
2361,アーミラ
2362,アノシラス
2363,水城不知火
2364,旅団の看板娘
2365,コルワ
2366,イザベラ
2367,乙坂歩未
2368,マキナ
2369,カルメリーナ
2370,綾瀬絵理
2371,ケイミー
2372,紅月カレン
2373,ぐだ子
2374,エウリュアレ
2375,高木さん
2376,リーリエ
2377,オルソラ=アクィナス
2378,桐条美鶴
2379,メアリー・リード
2380,あかり
2381,ヒカリ
2382,鈴仙・優曇華院
2383,マックス・シュルツ
2384,レーベレヒト・マース-アズレン
2385,蒼龍-アズレン
2386,ヒナタ
2387,ブルーローズ
2388,時津風
2389,マリー
2390,モリガン・アーンスランド
2391,有浦柑奈
2392,マエリベリー・ハーン
2393,ナーベラル・ガンマ
2394,エタニティラルバ
2395,由比ヶ浜結衣
2396,天城
2397,天上院明日香
2398,福田
2399,巫女
2400,霧隠才蔵
2401,堀川雷鼓
2402,カトレア
2403,天津風
2404,ラルトス
2405,立花
2406,カタリナ
2407,暁美ほむら
2408,雪子姫
2409,ブルーエンジェル
2410,フェイト・テスタロッサ
2411,IA
2412,藤波竜之介
2413,カリム・グラシア
2414,永吉昴
2415,相場愛美(ラブラバ)
2416,ヴァイオレット・エヴァーガーデン
2417,メアリー・コクラン
2418,月村春菜
2419,喜多見柚
2420,羽生まこ
2421,マイ
2422,アンジェラ・バルザック
2423,スバル
2424,琴爪ゆかり(キュアマカロン)
2425,シオン・エルトナム・アトラシア
2426,セシリア・オルコット
2427,モカ
2428,マルルク
2429,紫式部
2430,マリアンヌ・ヴィ・ブリタニア
2431,アーニャ
2432,結城明日奈(アスナ)
2433,アリシア
2434,エルドリッジ
2435,ゼロツー
2436,七曲るるこ
2437,スルーズ
2438,村雨
2439,ビスマルク
2440,千石冠
2441,ウォースバイト
2442,西絹代
2443,アセロラ
2444,カーク
2445,フェルナンディア・マルヴェッツィ
2446,レミリア・スカーレット
2447,ティアナ・ランスター
2448,ポール・バニヤン
2449,ヨーコ・リットナー
2450,鹿島
2451,メディスン・メランコリー
2452,五更瑠璃
2453,水瀬名雪
2454,お銀
2455,あおかげ
2456,国後
2457,ラヴィニア・ウェイトリー
2458,ビアンカ フローラ
2459,女魔法使い
2460,リンディ・ハラオウン
2461,ディアンサ
2462,ラーマ
2463,キャスター
2464,八雲橙
2465,森中花咲
2466,中野五月
2467,比叡-アズレン
2468,サキ
2469,女商人
2470,赤城みりあ
2471,日振
2472,クイーン・エリザベス
2473,レイセン
2474,直下さん
2475,水本ゆかり
2476,弱音ハク
2477,滝本ひふみ
2478,アサギ
2479,パオラ
2480,球磨
2481,イオ
2482,香坂アリス
2483,ライラ
2484,ラスティナ
2485,奈津恵
2486,工藤美玲
2487,二宮飛鳥
2488,エリオ・モンディアル
2489,ミラミカルリラン
2490,ワシントン
2491,青山ブルーマウンテン
2492,牛込りみ
2493,能代
2494,リーズレット
2495,美袋命
2496,卯月の母
2497,フェリ
2498,黒咲瑠璃
2499,ベローズ
2500,アリサ
2501,児玉都
2502,ゼシカ・ウォン
2503,菊月
2504,柊志乃
2505,ククル
2506,ユリーカ
2507,愛野美奈子 水野亜美
2508,ミライアカリ
2509,凌暁雨
2510,フェリックス・アーガイル
2511,マキラ
2512,カスミ
2513,細見
2514,水橋パルスィ
2515,アリト
2516,ベルフェゴール
2517,白石紬
2518,ジュンサ―
2519,エルフ
2520,瀬名詩織
2521,リン
2522,菜々子
2523,深雪
2524,原村和
2525,斉藤恵那
2526,太原
2527,鮎川アユ
2528,沖波
2529,カタリナ・アリゼ
2530,市原仁奈
2531,美遊
2532,弥生ちゃん
2533,ソフィア
2534,マタ・ハリ
2535,ヘリヤ
2536,美樹さやか 佐倉杏子
2537,立花姫子
2538,ブーディカ
2539,福江
2540,久川颯
2541,島田美波
2542,猫宮ひなた
2543,フウロ
2544,ウィンリィ・ロックベル
2545,玉田
2546,初霜
2547,ドロッセル
2548,クム
2549,五反田蘭
2550,リリーホワイト
2551,一之瀬花名
2552,セシリア・オルコット 織斑千冬
2553,ルルーシュ・ランペルージ
2554,メリッサベル
2555,ハイウィザード
2556,小泉花陽
2557,柚原春夏
2558,小悪魔
2559,エマ
2560,宮本フレデリカ
2561,モニカ姫
2562,インディアナポリス
2563,月岡恋鐘
2564,ココノエ
2565,大妖怪 比那名居天子
2566,長門有希
2567,里中千枝
2568,フローラ
2569,千歳
2570,リリル
2571,ペパロニ
2572,高坂 桐乃
2573,立華奏
2574,飛竜
2575,ペローナ
2576,徳川まつり
2577,南みれぃ
2578,ネロ
2579,村松さくら
2580,ネーナ・トリニティ
2581,戦士
2582,メーテラ
2583,松浦果南
2584,パン
2585,矢澤心
2586,オーロラ
2587,五十鈴華
2588,ナズナ
2589,渋谷凛
2590,大仏こばち
2591,ジャンヌ・ダルク
2592,ナイチンゲール
2593,針妙丸
2594,ランカー・リー
2595,武蔵
2596,小梅
2597,モネ
2598,アンチョビ
2599,ミレイ・アッシュフォード
2600,大和
2601,アカツキ
2602,浜風
2603,安斎千代美
2604,セフィ・ミカエラ・デビルーク
2605,コンガ
2606,ﾛｰﾁｬﾝ
2607,電-アズレン
2608,クレア
2609,吹雪-アズレン
2610,チチ
2611,フェルト・グレイス
2612,保登モカ(モカ)
2613,紲星あかり
2614,神通
2615,横山奈緒
2616,涼風
2617,松山久美子
2618,ナディア・ラ・アルウォール
2619,イズミ・カーティス
2620,フィゼル・シンセシス・トゥエニエイト
2621,榊さん
2622,空母棲鬼
2623,ラウラ・ボーデヴィッヒ
2624,ユキカゼ
2625,月野うさぎ(セーラームーン)
2626,霧谷希
2627,間宮
2628,観月小鳥
2629,キズナアイ
2630,アイギス
2631,ロンドン
2632,マジカル・コンダクター
2633,関裕美
2634,鈴湖
2635,村紗水蜜
2636,ルン・エルシ・ジュエリア
2637,猫娘
2638,桐生つかさ
2639,有栖川夏葉
2640,ステラ・ヴァーミリオン
2641,海藤みなみ(キュアマーメイド)
2642,高巻杏
2643,アニラ
2644,ヴィーシャ
2645,八千代
2646,的場梨沙
2647,アードウルフ
2648,子日
2649,冴月麟
2650,静凛
2651,コンコード
2652,早坂愛
2653,赤羽葉子
2654,星空みゆき(キュアハッピー)
2655,秋雲
2656,ナカジマ
2657,ピューマ
2658,フォリア
2659,高島レミ
2660,アルバコア
2661,木場真奈美
2662,ミカヤ
2663,四季映姫・ヤマザナドゥ
2664,宮永咲
2665,南方棲戦姫
2666,兵藤レナ
2667,葛城
2668,黒騎士
2669,矢澤にこ
2670,ネメシス
2671,荻布美夏
2672,女オーガ
2673,神谷奈緒
2674,藤原はづき
2675,お菊さん
2676,イントレピッド
2677,雷-アズレン
2678,日向ヒナタ
2679,霧島翔子
2680,アン・ボニー
2681,柊柚子
2682,黛由紀江
2683,砕蜂
2684,スカサハ＝スカディ
2685,伊401
2686,ロマニ・アーキマン
2687,女神官
2688,リーズ
2689,鍵山雛
2690,伊勢
2691,柳瀬美由紀
2692,ブルー
2693,リナリー・リー
2694,カチュア
2695,結月ゆかり
2696,角谷杏
2697,カバンちゃん
2698,春日野さくら
2699,ララ・サタリン・デビルーク
2700,ヘレナ
2701,アルドラ
2702,神楽
2703,佐天涙子
2704,紺野純子
2705,バラライカ
2706,アイヴィー
2707,クロネ
2708,枝垂ほたる
2709,磯部典子
2710,島海
2711,速水
2712,ユイシス
2713,和泉十七夜
2714,カルバ
2715,夕暮
2716,プルメリ
2717,ファラ
2718,女ギャル
2719,トキ
2720,柳清良
2721,路500
2722,湊友希那
2723,カティ
2724,清良
2725,宇治松千夜
2726,前原しのぶ
2727,キエル・ハイム
2728,クルシュ・カルステン
2729,清蘭
2730,エティ
2731,サンディエゴ
2732,チアガール
2733,春日部つくし
2734,三千院ナギ
2735,八意永琳
2736,脇山珠美
2737,松岡美羽
2738,雲居一輪
2739,摩多羅隠岐奈
2740,マリア
2741,三村かな子
2742,神原駿河
2743,レーベレヒトマース
2744,ビチエ
2745,ティアーユ・ルナティーク
2746,アニェーゼ=サンクティス
2747,問川さきる
2748,ヴィンスモーク・レイジュ
2749,尾張ハジメ
2750,方中ミエル
2751,阪口桂利奈
2752,フォックスハウンド
